Sample,Mineral,Pipe,Diamond_High,Craton,Al,Si,Ca,Sc,V,Mn,Ba,Ce,Eu,Gd,Tb,Dy,Ho,Tm,Ta,Th,Al_clr,Si_clr,Ca_clr,Sc_clr,V_clr,Mn_clr,Ba_clr,Ce_clr,Eu_clr,Gd_clr,Tb_clr,Dy_clr,Ho_clr,Tm_clr,Ta_clr,Th_clr,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
    Ap24D08,G10,PANDA,yes,Slave,63320,193700,22950,192.1,222,2395,2.94,5.12,0.41,1.16,0.12,0.5,0.07,0.02,0.06,0.15,8.581825952,9.699935288,7.566942654,2.783885508,2.92854682,5.307007948,-1.39572098,-0.840976123,-3.365728681,-2.325710556,-4.594394098,-3.167277742,-5.133390599,-6.386153567,-5.287541278,-4.371250547,0.172524279,0.116526635,-0.027873135,0.001917115,-0.030146986,0.002653647,-0.007474037,-0.023885408,0.010022756,-0.026713362,0.011012158,0.00201652,-0.013904736,0.000688842,0.014702955,7.46E-17
    Ap24D09,G10,PANDA,yes,Slave,70350,198900,12160,94.21,232.7,2134,3.02,4.97,0.06,0.08,0.01,0.03,0.02,0.04,0.04,0.22,9.422323103,10.46164251,7.666992196,2.806611373,3.71083511,5.926838472,-0.633658128,-0.13549512,-4.552325677,-4.264643604,-6.344085146,-5.245472857,-5.650937965,-4.957790785,-4.957790785,-3.253042692,-0.188318116,0.212164775,0.116503153,0.065282366,0.066570035,-0.047310181,-0.008432022,0.025671642,0.026555189,0.015428975,0.001282643,-0.04624678,0.034930141,0.002915416,0.010318363,-3.47E-17
    Ap24D10,G10,PANDA,yes,Slave,49930,190400,32850,172.3,271.3,2295,0.053934225,5.05,0.27,0.94,0.13,0.82,0.13,0.04,0.01,0.38,8.560653299,9.899158397,8.141983019,2.891513139,3.345501215,5.480764118,-5.177714031,-0.638335761,-3.567057325,-2.319599408,-4.297944833,-2.456174943,-4.297944833,-5.47659983,-6.862894191,-3.225308031,0.131624266,-0.046521293,-0.025960748,0.193575806,-0.081702261,0.042826075,0.066745457,0.026690686,-0.023474713,-0.004274329,-0.011071689,-0.030251366,-0.027666502,0.023096566,0.000768123,-9.02E-17
    Ap24D11,G10,PANDA,yes,Slave,64950,196700,21110,113.9,176.6,2429,0.033975698,2.3,0.22,0.34,0.02,0.09,0.01,0.02,0.01,0.015017961,9.697012097,10.80507408,8.573141215,3.350959945,3.789526363,6.410874004,-4.766470695,-0.551451802,-2.898488658,-2.463170587,-5.296383931,-3.792306534,-5.989531111,-5.296383931,-5.989531111,-5.582869343,-0.156100322,-0.124289267,-0.060378912,-0.012182353,-0.010565729,-0.087962284,0.072124761,-0.000971032,0.021326434,-0.031190543,-0.023899477,0.037688797,0.003120129,-0.002011944,0.011264271,2.60E-16
    Ap24D12,G10,PANDA,yes,Slave,52600,194200,15930,175.2,263.9,2381,5.9,13.16,0.14,0.38,0.04,0.18,0.03,0.01,0.07,0.42,8.615088689,9.921261125,7.420576693,2.910545469,3.320187534,5.519893137,-0.480430359,0.321799216,-4.221495566,-3.222966736,-5.474258535,-3.970181138,-5.761940607,-6.860552896,-4.914642747,-3.122883278,0.011753123,0.276241912,-0.061952244,0.025404387,-0.02189325,0.027405688,-0.028710144,0.007842878,0.027728069,-0.026316126,0.006063018,-0.020629475,-0.013925507,-0.002126231,-0.001362484,7.63E-17
    Ap24D13,G10,PANDA,yes,Slave,53150,194100,25000,141.3,230.7,2253,6.1,6.9,0.39,0.89,0.13,0.7,0.12,0.04,0.05,0.11,8.315980874,9.611236259,7.561738594,2.38599278,2.876225655,5.155125431,-0.756603739,-0.633371098,-3.50650105,-2.681426326,-4.605113338,-2.921567454,-4.685156046,-5.783768335,-5.560624783,-4.772167423,0.219803676,0.11687495,0.048857543,0.055181232,-0.005573363,0.015509689,0.011584655,-0.011138202,0.056776983,-0.025507906,0.00284491,0.027871513,0.00282151,-0.012082082,-0.005265043,9.76E-19
    Ap24D14,G10,PANDA,yes,Slave,56450,196600,22350,102.4,155.3,2738,123.9,1.91,0.018583564,0.028613347,0.007369825,0.021531058,0.03,0.02,0.13,0.21,9.135298336,10.38311425,8.208769366,2.823074479,3.239546496,6.109170772,3.013662555,-1.158708992,-5.791289978,-5.359694212,-6.716173615,-5.644071044,-5.312370131,-5.717835239,-3.846033062,-3.366459982,-0.230089602,0.335708842,0.252637831,-0.02882288,0.017691472,0.082445912,0.00444717,-0.075097066,0.003536299,0.033435691,0.031454425,0.018164831,-0.018839956,0.035326189,-0.013333957,-2.39E-16
    Ap27A03,G10,PANDA,yes,Slave,56640,193800,23530,187.7,204.7,2355,58.14,13.63,0.38,0.56,0.09,0.42,0.07,0.02,0.54,0.88,8.066799071,9.296910321,7.188359824,2.357173286,2.443873835,4.886624349,1.185182238,-0.265398412,-3.845255684,-3.457490153,-5.285617266,-3.745172225,-5.536931694,-6.789694663,-3.493857797,-3.005505029,0.198797465,0.40107459,0.029990384,-0.012648003,-0.045608616,-0.020651406,-0.031373378,-0.040308683,0.000469712,0.00191039,-0.002146065,0.032718887,0.011156501,0.01181475,-0.000531919,-4.16E-17
    Ap27A04,G10,PANDA,yes,Slave,56860,190400,33030,182.4,241.2,2670,56.74,17.34,0.59,1.27,0.11,0.44,0.11,0.008231854,0.38,1.2,7.956196988,9.164732004,7.413021121,2.214051681,2.493476068,4.897683355,1.046329032,-0.139134426,-3.519783139,-2.753133496,-5.19942531,-3.813130949,-5.19942531,-7.791894357,-3.959734423,-2.80982884,0.242237629,0.389503325,-0.046133774,-0.039286158,-0.080594429,0.027569352,0.018110276,-0.02171165,0.022628489,0.049653749,0.046935501,0.024077625,-0.028210418,0.012809861,0.005493213,1.11E-16
    Ap27A05,G10,PANDA,yes,Slave,51390,191800,18010,250,182.1,2410,5.66,7.17,0.25,0.055595735,0.06,0.15,0.05,0.006399504,0.006687682,0.13,8.91311335,10.23012291,7.864596909,3.587375388,3.270470457,5.853296497,-0.200661637,0.035820125,-3.320379891,-4.823734323,-4.747496246,-3.831205515,-4.929817803,-6.985620371,-6.941573493,-3.974306358,-0.032532102,0.113621925,-0.098146878,0.06508305,0.045250988,0.180434099,0.01367635,-0.129264569,0.024332935,0.034190542,-0.008895886,-0.00173309,0.091696542,-0.004786696,-0.006452608,-3.23E-16
    Ap27A06,G10,PANDA,yes,Slave,65900,196400,19120,80.04,142.1,2626,0.029645805,0.26,0.07,0.11,0.007658709,0.022716622,0.02,0.04,0.01,0.003892629,10.17831783,11.27033278,8.940914294,3.464950617,4.038955142,6.955641162,-4.436010542,-2.264649541,-3.57683593,-3.124850806,-5.789487701,-4.702234261,-4.829598898,-4.136451718,-5.522746079,-6.466246352,-0.284180313,-0.238369053,0.162109616,-0.032773184,-0.010624285,-0.074368763,0.034712353,-0.044946747,0.021390069,0.034689804,0.020511784,0.012241641,-0.004201353,0.019514682,0.003737164,4.86E-17
    Ap27A07,G10,PANDA,yes,Slave,58570,195200,17820,127.7,208.2,2637,24,6.31,0.17,0.85,0.03,0.1,0.00897711,0.02,0.18,0.38,8.666571479,9.870373533,7.476670281,2.538277343,3.027092736,5.565990766,0.86664741,-0.469270744,-4.083363262,-2.47392535,-5.817964318,-4.613991513,-7.02448364,-6.223429426,-4.026204848,-3.278990447,0.00776189,0.328426157,-0.002545688,-0.089890566,0.020647584,-0.106751755,0.026668907,0.024713474,0.000567625,-0.089620564,0.003534382,-0.016679498,-0.037068641,0.0409486,-0.000728593,1.11E-16
    Ap27A08,G10,PANDA,yes,Slave,52320,191900,21000,175.3,318.3,2913,79.89,7.41,0.023539966,0.040415414,0.0088775,0.15,0.03,0.007271784,0.4,0.54,8.694489546,9.994085242,7.781633277,2.995854352,3.592349895,5.806294317,2.210006249,-0.167814,-5.919700061,-5.379188475,-6.894879753,-4.067764425,-5.677202337,-7.094398077,-3.086935172,-2.786830579,-0.173709108,0.442991337,0.11483788,-0.017288515,-0.099708852,0.125817519,-0.076939239,-0.038744642,0.046843409,0.004827714,-0.066659576,0.021125779,-0.040913748,0.007889106,0.001530902,-3.12E-16
    Ap27A10,G10,PANDA,yes,Slave,60770,194600,15140,184.1,221.5,2600,0.048221071,3.54,0.19,0.48,0.06,0.32,0.06,0.02,0.007238535,0.17,9.155057022,10.31890695,7.765301023,3.355684585,3.540628086,6.00347222,-4.891753707,-0.595667776,-3.52052571,-2.593763679,-4.67320522,-2.999228787,-4.67320522,-5.771817509,-6.788130927,-3.631751345,0.013163686,-0.055957144,-0.075636861,0.133697766,-0.020099336,0.036366883,-0.024447151,0.012974865,-0.016968133,0.005497631,-0.009990531,-0.050960288,-0.00996035,0.031998245,0.012072923,-1.60E-16
    Ap27B03,G10,KIT,no,Slave,58480,198500,8529,159.5,122.4,3064,0.012928373,1.7,0.47,1.27,0.17,0.97,0.14,0.03,0.002662141,0.007495538,9.245055133,10.46715942,7.319842439,3.340658961,3.075909409,6.296091569,-6.07971585,-1.20075671,-2.486407546,-1.492368061,-3.503341803,-1.761844169,-3.697497818,-5.237942859,-7.660009731,-6.62483238,0.195189744,-0.305352391,-0.082842875,0.112044306,0.050089985,0.019102496,-0.12403955,-0.009687018,0.036898767,-0.012426257,0.012194182,0.019794632,0.008818951,0.03206945,-0.003341754,-2.22E-16
    Ap27B04,G10,KIT,no,Slave,55270,195100,11820,132.2,128.1,2983,0.028114876,0.58,0.04,0.047446754,0.007058374,0.04,0.007481901,0.005391142,0.01,0.006333307,10.17775923,11.43904121,8.635321978,4.142089615,4.110584896,7.258458472,-4.313682763,-1.286953488,-3.961102137,-3.790373481,-5.695766882,-3.961102137,-5.637494744,-5.965224295,-5.347396498,-5.804158982,-0.352406938,-0.138725271,-0.024645826,-0.06541026,-0.04907189,0.034317438,-0.056533614,-0.062048365,-0.003200474,-0.002134741,-0.033304846,0.039151316,-0.003821961,0.029163052,-0.003093418,-8.67E-17
    Ap27B05,G10,KIT,no,Slave,49240,195100,12900,115.7,252.2,2715,0.051320748,4.19,0.11,0.27,0.02,0.06,0.007642872,0.004333399,0.04,0.07,9.38783909,10.76464504,8.0483601,3.334378144,4.113599934,6.489924742,-4.386282649,0.016078244,-3.623897403,-2.72595581,-5.328645495,-4.230033207,-6.29060432,-6.858025565,-4.635498315,-4.075882527,-0.188011058,0.066481174,-0.13923344,-0.050932989,-0.102778056,-0.038522804,-0.022387636,0.056397499,0.01417146,-0.025203429,0.014429613,-0.004427173,0.0116674,0.014262475,-0.003971894,-1.73E-17
    Ap27B06,G10,KIT,no,Slave,66470,197900,6843,117.1,130.1,2593,0.039789101,1.76,0.021821991,0.041500616,0.006029133,0.03,0.01,0.006611206,0.01,0.013364747,10.30481848,11.39582961,8.031293989,3.963340749,4.068615864,7.060883264,-4.023849766,-0.234373713,-4.624524556,-3.981734526,-5.91083954,-4.306245419,-5.404857708,-5.818676637,-5.404857708,-5.114822379,-0.353301848,-0.046127509,-0.019241291,0.015553593,0.012053983,0.034034714,-0.128000189,-0.006208375,0.0044829,0.008300806,-0.004952653,0.025040227,-0.004455046,0.002828204,0.00959391,-7.11E-17
    Ap27B07,G10,KIT,no,Slave,56310,198700,9329,72.58,181,2332,0.018178923,1.51,0.13,0.28,0.02,0.11,0.04,0.01,0.00437388,0.011584105,9.765215512,11.02613952,7.9674712,3.111277495,4.025085125,6.581069641,-5.18090434,-0.761302256,-3.213632735,-2.446377582,-5.085434912,-3.38068682,-4.392287732,-5.778582093,-6.605516724,-5.631533301,-0.090782656,-0.178877168,-0.042858189,0.03516549,-0.000658842,0.022615785,-0.048423135,0.064983733,0.066949148,0.057945565,0.017313876,-0.006760571,0.000699939,-0.000487558,-0.004895549,-1.35E-16
    Ap27B08,G10,KIT,no,Slave,64260,197100,9586,75.11,118.6,2576,0.029383411,1.33,0.026227835,0.19,0.01,0.022605768,0.01,0.02,0.01,0.011043941,10.14493307,11.26570693,8.242299413,3.393194139,3.84999692,6.92823352,-4.453084569,-0.640580625,-4.566693581,-2.586490774,-5.530929753,-4.71530973,-5.530929753,-4.837782572,-5.530929753,-5.431632872,-0.275518206,-0.101291808,0.046935384,0.013346296,0.032334968,-0.06508654,-0.046119996,0.048322634,-0.006585117,-0.039351392,0.061334644,0.026012368,-0.041601871,0.017131285,0.001745222,1.93E-16
    Ap27B09,G10,KIT,no,Slave,59500,197200,10930,190.7,132.9,2913,0.023041524,3.92,0.29,0.38,0.03,0.17,0.03,0.006963711,0.003723933,0.02,9.57277711,10.77101924,7.8783121,3.829747031,3.468642485,6.555984276,-5.191411774,-0.054862827,-2.658828837,-2.388538507,-4.927512378,-3.192911323,-4.927512378,-6.387997261,-7.01392947,-5.332977487,-0.063002601,-0.144608714,-0.187396306,0.049795353,0.023152529,0.018403455,-0.051009609,-0.042174339,0.030389277,0.033435761,0.002509414,0.017007072,-0.00997945,0.013590086,0.001695261,-9.37E-17
    Ap27B10,G10,KIT,no,Slave,60170,196400,11100,110.9,200.4,2929,0.014221804,5.42,0.12,0.12,0.006379793,0.021305208,0.005648692,0.01,0.00449708,0.02,10.02404081,11.20702032,8.333812029,3.727740537,4.319427011,7.001527989,-5.233867324,0.709207458,-3.101151894,-3.101151894,-6.035507973,-4.829692093,-6.157219638,-5.586058544,-6.385215429,-4.892911363,-0.337587962,-0.081295199,-0.14086221,0.035379291,0.033324187,-0.078384177,0.026764527,0.019141211,0.065335313,0.009023799,0.00313603,-0.002972015,0.026250083,0.003770224,0.002878999,7.55E-17
    Ap27B11,G10,KIT,no,Slave,56530,193400,18210,106.4,227.1,2734,0.027009068,4.73,0.08,0.3,0.02,0.03,0.02,0.02,0.006455316,0.06,9.564736876,10.79472599,8.431936299,3.289415703,4.047600575,6.535731143,-4.989372484,0.176135329,-3.903518518,-2.581762678,-5.289812879,-4.884347771,-5.289812879,-5.289812879,-6.420641231,-4.191200591,-0.210642241,-0.061003176,-0.041380998,0.098813627,-0.009356589,-0.036451734,0.05875215,0.043820585,0.021949299,-0.005207862,0.081762113,-0.024394987,-0.010833632,0.007109473,0.001951064,7.11E-17
    Ap27B12,G10,KIT,no,Slave,61200,197500,10590,52.27,120.4,2647,0.000792646,0.02,0.018208987,0.045392414,0.01,0.017933153,0.00823273,0.02,0.000774089,0.000146592,11.16993624,12.34152763,9.41569921,4.104456364,4.938853305,8.029215974,-6.992100635,-3.763989234,-3.857806235,-2.944376502,-4.457136414,-3.873070373,-4.65160389,-3.763989234,-7.015790178,-8.679826033,-0.434539521,-0.602276495,0.159782306,-0.088461792,-0.012412149,0.035551671,-0.013621257,-0.008488811,-0.003710841,-0.051720395,0.014681778,0.005060809,0.029792383,0.030321411,0.001490854,-1.53E-16
    Ap27B13,G10,KIT,no,Slave,56570,193400,9036,189.2,149.8,2504,0.025479239,4.85,0.27,0.2,0.02,0.17,0.02,0.005765585,0.004168835,0.03,9.596092817,10.82537459,7.761830606,3.895663386,3.6621598,6.478503461,-5.017032601,0.231837434,-2.656474591,-2.956579184,-5.259164277,-3.119098113,-5.259164277,-6.502989971,-6.827259914,-4.853699168,-0.105168743,-0.09098191,-0.205060408,0.055928636,0.020994961,0.019839175,-0.06140359,-0.035643206,0.034227816,0.037601412,-0.045404799,0.002218632,0.014950001,0.004544123,0.000875073,-7.68E-17
